Order_ID,Customer_Name,Email,Phone_Number,Gender,Age,City,State,Country,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Delivery_Status,Customer_Rating,Sales_Representative,Discount_Percentage
ORD108235,Vivaan Martinez#,vivaan.martinez719@gmail.com,+917183014263,Female,42,Visakhapatnam,Andhra Pradesh,India,Electronics,Bluetooth Speaker,2,3806.66,6471.32,10-Feb-2025,Debit Card,Processing,5.0,Ravi Sharma,15.0
ORD108236,Aditya Martinez,aditya.martinez6920@company.com,+916017021696,FEMALE,70,Visakhapatnam,Andhra Pradesh,India,Healthcare,Vitamin Tablets,2,1060.4,1484.56,15-May-2026,Net Banking,Processing,4.0,Kavya Singh,30.0
ORD108237,Aarav Iyer,aarav.iyer5518@yahoo.com,+677949612327,Female,36,Hyderabad,Telangana,India,Healthcare,Digital Thermometer,2,647.9,1036.64,2025/10/28,Net Banking,Delivered,,Emily Davis,20.0
ORD108238,Arjun Kumar,arjun.kumar5093@gmail.com,+916977149477,FEMALE,74,Dubai,Dubai,UAE,Healthcare,Vitamin Tablets,7,876.84,5217.2,2023/09/20,PayPal,Delivered,1.0,Meera Nair,15.0
ORD108239,Priya Martinez,priya.martinez5018@yahoo.com,+887257787043,Male,43,Chennai,Tamil Nadu,India,Healthcare,Vitamin Tablets,3,1323.29,3374.39,2023/12/16,UPI,Delivered,,Emily Davis,15.0
ORD108240,Emma Kumar,emma.kumar2857@outlook.com,+917657571290,Male,42,Melbourne,Victoria,Australia,Grocery,Cooking Oil,1,344.37,327.15,2024/12/19,Net Banking,Cancelled,,Anil Kumar,5.0
ORD108241,Noah Miller,noah.miller1921@yahoo.com,+918571236092,Other,39,Mumbai,Maharashtra,India,Electronics,Smartphone,2,37440.65,74881.3,05-02-2024,PayPal,Shipped,5.0,Sita Reddy,0.0
ORD108242,Sai Singh,sai.singh3749@gmail.com,+919340949786,male,70,Los Angeles,California,USA,Electronics,Headphones,7,8589.93,45097.13,29-Oct-2024,Wallet,Processing,5.0,John Miller,25.0
ORD108243,  Diya Johnson ,diya.johnson603@company.com,+919907367784,FEMALE,33,Toronto,Ontario,Canada,Furniture,Bed Frame,4,28578.44,114313.76,04-Oct-2024,UPI,Cancelled,5.0,Sita Reddy,0.0
ORD108244,Arjun Johnson,arjun.johnson517@outlook.com,+919453299318,Female,28,Singapore,Central Region,Singapore,Electronics,Bluetooth Speaker,7,3466.39,24264.73,2024-03-16,Wallet,Returned,,John Miller,0.0
ORD108245,Emma Davis,emma.davis8754@yahoo.com,+916999680682,Male,44,Visakhapatnam,Andhra Pradesh,India,Grocery,Tea Powder,5,811.11,2838.88,05-14-2024,UPI,Returned,5.0,Ravi Sharma,30.0
ORD108246,Charlotte Brown,charlotte.brown680@yahoo.com,+918811835938,male,45,Hyderabad,Telangana,India,Clothing,Kurti,1,2386.06,2028.15,18-May-2024,Debit Card,Returned,4.0,Rahul Verma,15.0
ORD108247,Daniel Martinez*,daniel.martinez1821@yahoo.com,+174438820853,male,59,Los Angeles,California,USA,Healthcare,Digital Thermometer,7,1134.06,5953.82,2024-05-26,Debit Card,Cancelled,4.0,Sara Wilson,25.0
ORD108248,Sanjay Mehta,sanjay.mehta4831@company.com,+763959917755,Other,33,Dubai,Dubai,UAE,Electronics,Headphones,7,11108.08,58317.42,05/02/2025,Wallet,Shipped,3.0,Meera Nair,25.0
ORD108249,Sanjay Anderson,sanjay.anderson556@gmail.com,+919196264469,Other,46,Singapore,Central Region,Singapore,Clothing,Jacket,7,1867.77,11766.95,02-12-2024,PayPal,Returned,4.0,Rahul Verma,10.0
ORD108250,Rahul Sharma,rahul.sharma5073@yahoo.com,+917808182931,Male,52,Mumbai,Maharashtra,India,Healthcare,Vitamin Tablets,1,1460.98,1314.88,2023/12/06,Wallet,Processing,2.0,Kavya Singh,10.0
ORD108251,Kavya Verma,kavya.verma287@yahoo.com,+564198274348,Other,38,Mumbai,Maharashtra,India,Healthcare,Digital Thermometer,7,1266.0,8862.0,,Credit Card,Returned,3.0,Emily Davis,0.0
ORD108252,Sanjay Johnson,sanjay.johnson3220@gmail.com,+919477756722,Other,65,Sydney,New South Wales,Australia,Electronics,Bluetooth Speaker,1,2017.6,1513.2,2023/06/04,Net Banking,Shipped,4.0,Sara Wilson,25.0
ORD108253,Priya Wilson,priya.wilson475@company.com,+919525933119,Male,70,Toronto,Ontario,Canada,Grocery,Tea Powder,3,673.81,1718.22,02-07-2026,PayPal,Returned,5.0,Ravi Sharma,15.0
ORD108254,Emma Singh,emma.singh4109@gmail.com,+916962567224,FEMALE,54,Pune,Maharashtra,India,,First Aid Kit,3,1072.89,2896.8,10-08-2024,Cash on Delivery,Cancelled,4.0,John Miller,10.0
ORD108255,  Rahul Garcia ,rahul.garcia7983@company.com,+919705064813,FEMALE,73,London,England,UK,NULL,Office Chair,6,10428.86,56315.84,10/08/2024,Credit Card,Shipped,4.0,John Miller,10.0
ORD108256,Olivia Verma,olivia.verma4487@outlook.com,+321120592512,male,,Singapore,Central Region,Singapore,Grocery,Wheat Flour,3,729.0,1530.9,26/08/2024,Credit Card,Processing,3.0,Sita Reddy,30.0
ORD108257,Olivia Verma,olivia.verma4826@gmail.com,+829574983942,FEMALE,70,Pune,Maharashtra,India,Electronics,Smart Watch,6,13305.44,59874.48,03-Aug-2024,UPI,Delivered,2.0,Anil Kumar,25.0
ORD108258,Amelia Wilson,amelia.wilson8167@outlook.com,+709516621423,FEMALE,18,New York,New York,USA,Electronics,Smart Watch,6,4457.93,21398.06,2026/02/03,Credit Card,Returned,1.0,Kavya Singh,20.0
ORD108259,Ethan Miller,ethan.miller8166@outlook.com,+918505699430,Male,46,Toronto,Ontario,Canada,Electronics,Smartphone,7,55943.28,274122.07,2025-05-21,Credit Card,Processing,,Anil Kumar,30.0
ORD108260,Noah Singh,noah.singh6913@gmail.com,+303461025879,Other,59,Visakhapatnam,Andhra Pradesh,India,Clothing,Kurti,4,2588.39,9835.88,29-Dec-2024,Cash on Delivery,Processing,3.0,Ravi Sharma,5.0
ORD108261,  Rahul Gupta ,rahul.gupta8114@company.com,+916821199460,male,59,Chennai,Tamil Nadu,India,Healthcare,First Aid Kit,6,1655.97,9439.03,2025/02/17,Net Banking,Delivered,5.0,Rahul Verma,5.0
ORD108262,Ishita Gupta*,ishita.gupta3851@yahoo.com,+919366335526,FEMALE,47,Manchester,England,UK,Healthcare,First Aid Kit,6,914.5,4115.25,05-02-2025,Net Banking,Delivered,2.0,Kavya Singh,25.0
ORD108263,Pooja Gupta,pooja.gupta7318@yahoo.com,+918972338006,FEMALE,22,Manchester,England,UK,Grocery,Dry Fruits Pack,3,891.79,2006.53,27/10/2024,Cash on Delivery,Processing,1.0,Emily Davis,25.0
ORD108264,Benjamin Martinez,benjamin.martinez3734@company.com,+919590277956,Female,21,Pune,Maharashtra,India,Electronics,Smart Watch,1,19554.43,19554.43,2023-07-19,Cash on Delivery,Returned,4.0,John Miller,0.0
ORD108265,Meena Patel,meena.patel5478@outlook.com,+917380818091,Other,65,Singapore,Central Region,Singapore,Grocery,Tea Powder,1,335.26,284.97,01-09-2025,Cash on Delivery,Shipped,5.0,Rahul Verma,15.0
ORD108266,Vivaan Kumar,vivaan.kumar936@gmail.com,+917460486055,FEMALE,40,Chennai,Tamil Nadu,India,Furniture,Dining Table,6,15432.97,74078.26,02-Dec-2024,UPI,Cancelled,3.0,Emily Davis,20.0
ORD108267,Ava Wilson,ava.wilson9911@yahoo.com,+772778237691,Female,27,Pune,Maharashtra,India,Furniture,Office Chair,1,5255.73,4204.58,2024-11-16,Debit Card,Shipped,2.0,Ravi Sharma,20.0
ORD108268,Isabella Anderson,isabella.anderson1915@yahoo.com,+360871093058,FEMALE,39,Singapore,Central Region,Singapore,Clothing,T-Shirt,3,1451.74,3919.7,01/10/2025,UPI,Cancelled,2.0,David Brown,10.0
ORD108269,  Reyansh Nair ,reyansh.nair4405@company.com,+918361727536,male,55,Vijayawada,Andra Pradesh,India,Clothing,Jacket,4,1542.32,6169.28,2026/04/26,Net Banking,Returned,4.0,Emily Davis,0.0
ORD108270,Arjun Miller,arjun.miller551@outlook.com,+916167931855,Male,31,Melbourne,Victoria,Australia,Grocery,Wheat Flour,6,551.21,3141.9,2024/11/19,Cash on Delivery,Returned,5.0,Sita Reddy,5.0
ORD108271,Rohan Gupta,rohan.gupta1419@company.com,+919239735774,Female,29,Sydney,New South Wales,Australia,Electronics,Smart Watch,2,19570.03,29355.04,2024-09-15,PayPal,Cancelled,1.0,David Brown,25.0
ORD108272,Aditya Garcia,aditya.garcia6955@outlook.com,+220494739871,Female,42,Dubai,Dubai,UAE,Healthcare,Vitamin Tablets,8,218.84,1488.11,21/05/2024,UPI,Cancelled,1.0,Kavya Singh,15.0
ORD108273,Rohan Johnson,rohan.johnson2079@yahoo.com,+917010761395,Male,53,Melbourne,Victoria,Australia,Furniture,Sofa Set,3,NULL,134935.56,10/05/2024,Wallet,Cancelled,5.0,John Miller,20.0
ORD108274,Aditya Gupta,aditya.gupta3165@gmail.com,+918129632347,male,45,Toronto,Ontario,Canada,Furniture,Dining Table,1,34142.51,34142.51,11-06-2023,Wallet,Delivered,2.0,Sara Wilson,0.0
ORD108275,Aarav Kumar,aarav.kumar3096@outlook.com,+919798655643,Other,18,Singapore,Central Region,Singapore,Furniture,Bookshelf,3,11765.7,30002.54,27/10/2024,PayPal,Shipped,3.0,Rahul Verma,15.0
ORD108276,Mia Johnson,mia.johnson6260@company.com,+917650854518,Male,,Dubai,Dubai,UAE,Clothing,Jeans,2,1523.87,2133.42,05-07-2026,PayPal,Cancelled,1.0,Rahul Verma,30.0
ORD108277,Nikitha Sharma,nikitha.sharma2968@outlook.com,+916141898431,Male,73,Chicago,Illinois,USA,Grocery,Wheat Flour,2,283.72,397.21,05-Jul-2024,Net Banking,Shipped,2.0,Anil Kumar,30.0
ORD108278,Vivaan Martinez,vivaan.martinez2319@gmail.com,+197268351738,FEMALE,27,Pune,Maharashtra,India,Clothing,T-Shirt,1,867.03,780.33,2026/04/12,UPI,Shipped,,Emily Davis,10.0
ORD108279,Ishita Williams,ishita.williams4030@yahoo.com,+919695283264,Female,50,Dubai,Dubai,UAE,Clothing,T-Shirt,8,899.76,5398.56,2025/10/29,Cash on Delivery,Delivered,1.0,John Miller,25.0
ORD108280,Vivaan Iyer,vivaan.iyer2666@yahoo.com,+844245328980,Female,24,Chicago,,USA,Grocery,Dry Fruits Pack,2,667.87,1135.38,23/05/2025,Wallet,Delivered,2.0,David Brown,15.0
ORD108281,Olivia Garcia,olivia.garcia8898@gmail.com,+63551695571,Male,59,Singapore,Central Region,Singapore,Healthcare,Protein Powder,1,1339.86,1339.86,2026/04/17,Credit Card,Cancelled,1.0,Sara Wilson,0.0
ORD108282,Meena Garcia,meena.garcia7969@outlook.com,+562508884675,Female,26,Toronto,Ontario,Canada,Clothing,T-Shirt,5,821.21,3284.84,2026/03/09,Credit Card,Processing,5.0,John Miller,20.0
ORD108283,NULL,charlotte.brown6672@company.com,12345,Female,26,Dubai,Dubai,UAE,Grocery,Cooking Oil,2,444.15,888.3,2025/04/24,Net Banking,Shipped,,Emily Davis,0.0
ORD108284,Amelia Garcia,amelia.garcia2462@gmail.com,+381821981311,FEMALE,28,Delhi,Delhi,India,Electronics,Headphones,2,1917.01,3258.92,06-24-2024,Cash on Delivery,Processing,2.0,John Miller,15.0
ORD108285,Olivia Reddy,olivia.reddy1722@company.com,+918274788386,FEMALE,44,Singapore,Central Region,Singapore,Furniture,Bookshelf,5,14629.5,65832.75,14/02/2026,Debit Card,Shipped,1.0,John Miller,10.0
ORD108286,  Pooja Iyer ,pooja.iyer9615@gmail.com,999999,male,48,Vijayawada,Andhra Pradesh,India,Grocery,Cooking Oil,5,1002.01,4759.55,08-08-2023,Wallet,Delivered,3.0,Meera Nair,5.0
ORD108287,Mia Reddy,mia.reddy1477@outlook.com,+919406368720,Other,58,Singapore,Central Region,Singapore,Grocery,Rice Bag,1,2123.88,2017.69,2026-02-05,Wallet,Shipped,3.0,Sara Wilson,5.0
ORD108288,Aditya Iyer,aditya.iyer6455@company.com,+917828459779,,25,New York,New York,USA,Clothing,Kurti,7,1171.2,8198.4,10-07-2025,Wallet,Processing,4.0,Meera Nair,0.0
ORD108289,Aarav Singh,aarav.singh532@outlook.com,+918237041574,Male,49,Bengaluru,Karnataka,India,Healthcare,Digital Thermometer,7,1369.22,9105.31,2025/02/25,UPI,Returned,2.0,Meera Nair,5.0
ORD108290,Ananya Sharma,ananya.sharma8486@company.com,+916936930658,FEMALE,22,Vijayawada,Andhra Pradesh,India,Electronics,Bluetooth Speaker,7,8701.53,42637.5,18/06/2023,Wallet,Returned,1.0,Emily Davis,30.0
ORD108291,Neha Mehta@,neha.mehta5321@yahoo.com,+878072552208,FEMALE,65,Bengaluru,Karnataka,India,Clothing,Kurti,4,2558.23,9209.63,11-18-2023,Wallet,Returned,1.0,Emily Davis,10.0
ORD108292,Sophia Gupta@,sophia.gupta3449@company.com,+917407244103,Other,72,Bengaluru,Karnataka,India,Clothing,Jeans,4,1785.33,6784.25,2024-09-01,PayPal,Delivered,,Emily Davis,5.0
ORD108293,Rohan Garcia,rohan.garcia2583@yahoo.com,+492877670974,Male,23,Visakhapatnam,Andhra Pradesh,India,Electronics,Laptop,6,66601.97,279728.27,27-Feb-2026,Wallet,Shipped,5.0,Meera Nair,30.0
ORD108294,Sneha Miller,sneha.miller5317@outlook.com,999999,FEMALE,55,Delhi,Delhi,India,Electronics,Smart Watch,8,15370.9,116818.84,14-Jan-2024,Net Banking,Returned,3.0,Meera Nair,5.0
ORD108295,Pooja Mehta,pooja.mehta162@company.com,+72476963386,Other,43,Visakhapatnam,Andhra Pradesh,India,Furniture,Bookshelf,1,8430.72,7587.65,24-Mar-2026,Net Banking,Returned,2.0,Rahul Verma,10.0
ORD108296,Olivia Williams,olivia.williams5964@gmail.com,+11233733334,Female,71,Toronto,Ontario,Canada,Healthcare,Digital Thermometer,8,432.2,2420.32,19-Oct-2025,UPI,Processing,1.0,Emily Davis,30.0
ORD108297,Diya Johnson,diya.johnson1946@company.com,+782131469896,Other,56,New York,New York,USA,Grocery,Rice Bag,5,1387.22,6589.3,2023-06-21,Net Banking,Shipped,,Anil Kumar,5.0
ORD108298,Ishita Nair,ishita.nair2857@outlook.com,+919556024512,FEMALE,43,Hyderabad,Telangana,India,Electronics,Laptop,8,137522.15,770124.04,20-Feb-2024,Credit Card,Shipped,,Rahul Verma,30.0
ORD108299,Elena Wilson*,elena.wilson4361@outlook.com,+918149515716,Male,62,Los Angeles,California,USA,Furniture,Office Chair,1,6210.39,4657.79,06-May-2026,Debit Card,Shipped,3.0,John Miller,25.0
ORD108300,Ishita Nair,ishita.nair6185@company.com,+917402839089,FEMALE,51,Manchester,England,UK,Grocery,Tea Powder,3,141.24,317.79,2024-05-17,PayPal,Delivered,3.0,John Miller,25.0
ORD108301,Diya Verma*,diya.verma6266@yahoo.com,+548062714246,Male,25,Visakhapatnam,Andhra Pradesh,India,Furniture,Dining Table,1,17435.94,12205.16,2024-09-25,Net Banking,Delivered,5.0,Ravi Sharma,30.0
ORD108302,Priya Singh,priya.singh7896@yahoo.com,+884324608371,Other,55,Los Angeles,Calfornia,USA,Grocery,Cooking Oil,-1,1009.87,-858.39,2024-02-19,PayPal,Cancelled,3.0,Ravi Sharma,15.0
ORD108303,Vivaan Reddy,vivaan.reddy361@outlook.com,+916495834040,Female,55,Visakhapatnam,Andhra Pradesh,India,Healthcare,Protein Powder,5,4226.48,20075.78,12/08/2023,Net Banking,Returned,4.0,Kavya Singh,5.0
ORD108304,Diya Smith,diya.smith5577@gmail.com,+916338648136,male,51,Sydney,New South Wales,Australia,Clothing,T-Shirt,8,1839.99,10303.94,08/03/2024,Debit Card,Processing,2.0,Meera Nair,30.0
ORD108305,Vivaan Miller,vivaan.miller6005@outlook.com,+226479416152,FEMALE,69,New York,New York,USA,Healthcare,Vitamin Tablets,1,1301.91,1171.72,14/08/2023,UPI,Processing,2.0,Ravi Sharma,10.0
ORD108306,Meena Singh,meena.singh5709@yahoo.com,999999,Female,62,Chennai,Tamil Nadu,India,Clothing,Sneakers,4,4300.07,16340.27,2024-01-02,Wallet,Returned,1.0,Rahul Verma,5.0
ORD108307,Lucas Patel,lucas.patel901@gmail.com,+916443122273,Male,19,Toronto,Ontario,Canada,Grocery,Cooking Oil,7,704.6,4932.2,10-09-2025,Net Banking,Delivered,4.0,Kavya Singh,0.0
ORD108308,Arjun Mehta,arjun.mehta1510@outlook.com,+917266909500,Male,72,Hyderabad,Telangana,India,Furniture,Bed Frame,7,22944.69,160612.83,2024-11-15,Debit Card,Shipped,,John Miller,0.0
ORD108309,Reyansh Wilson,reyansh.wilson2039@outlook.com,+918430934606,Female,69,Bengaluru,Karnataka,India,Furniture,Bookshelf,1,3846.99,3846.99,21-Aug-2023,Net Banking,Processing,4.0,Emily Davis,0.0
ORD108310,Olivia Anderson,olivia.anderson8544@company.com,+916330160113,Other,59,Chennai,Tamil Nadu,India,Furniture,Office Chair,3,13330.17,39990.51,01-31-2025,Net Banking,Shipped,2.0,Sara Wilson,0.0
ORD108311,William Reddy,william.reddy7972@company.com,+918359276311,Male,46,Dubai,Dubai,UAE,Healthcare,Digital Thermometer,4,418.75,1423.75,2025-08-23,Credit Card,Shipped,5.0,Rahul Verma,15.0
ORD108312,Henry Williams,henry.williams9845@gmail.com,+918506087695,male,40,Sydney,New South Wales,Australia,Furniture,Office Chair,4,10484.77,39842.13,2025-11-12,Net Banking,Shipped,5.0,Emily Davis,5.0
ORD108313,Nikitha Anderson,nikitha.anderson3886@outlook.com,,male,36,Toronto,Ontario,Canada,Healthcare,BP Monitor,6,3077.64,16619.26,16-Mar-2026,UPI,Delivered,2.0,John Miller,10.0
ORD108314,  Neha Nair ,neha.nair153@gmail.com,+916703136885,male,19,Sydney,New South Wales,Australia,Clothing,Sneakers,6,2028.73,10955.14,2023/09/26,PayPal,Returned,,John Miller,10.0
ORD108315,Sai Reddy#,sai.reddy6973@gmail.com,+916777412716,Male,52,Delhi,Delhi,India,Furniture,Bed Frame,4,37387.95,104686.26,12-17-2024,Debit Card,Returned,5.0,Kavya Singh,30.0
ORD108316,Meena Davis,meena.davis1104@gmail.com,+916877590793,Male,30,Mumbai,Maharashtra,India,Electronics,Laptop,2,39065.67,78131.34,25-Feb-2026,Debit Card,Delivered,5.0,Emily Davis,0.0
ORD108317,Kavya Gupta,kavya.gupta2905@company.com,+919136120440,Female,51,Vijayawada,Andhra Pradesh,India,Furniture,Dining Table,1,21647.82,15153.47,2025-08-18,Net Banking,Delivered,4.0,Meera Nair,30.0
ORD108318,William Sharma,william.sharma2295@company.com,+917596436465,Male,66,Mumbai,Maharashtra,India,Clothing,Sneakers,7,5974.36,33456.42,2025/05/06,Wallet,Shipped,4.0,Ravi Sharma,20.0
ORD108319,kiran davis,kiran.davis2550@company.com,+919889689864,male,55,Singapore,Central Region,Singapore,Furniture,Dining Table,8,43664.75,244522.6,01-18-2024,Net Banking,Processing,4.0,Anil Kumar,30.0
ORD108320,Pooja Nair,pooja.nair1967@company.com,+176849043859,Male,67,Los Angeles,California,USA,Grocery,Wheat Flour,1,895.87,851.08,2024-11-05,Wallet,Delivered,,Kavya Singh,5.0
ORD108321,Ishita Anderson,ishita.anderson2253@outlook.com,+919685875097,FEMALE,34,Visakhapatnam,Andra Pradesh,India,Grocery,Dry Fruits Pack,8,521.21,4169.68,2025/02/27,Credit Card,Shipped,,David Brown,0.0
ORD108322,Priya Singh,priya.singh7278@company.com,+259337501990,FEMALE,64,Toronto,Ontario,Canada,Healthcare,First Aid Kit,2,1783.04,3387.78,2023/10/29,Credit Card,Delivered,2.0,Anil Kumar,5.0
ORD108323,Aarav Gupta,aarav.gupta9191@company.com,+936817445825,FEMALE,34,Dubai,Dubai,UAE,NULL,Sofa Set,7,68712.46,480987.22,02-13-2025,UPI,Processing,4.0,Anil Kumar,0.0
ORD108324,  Lucas Martinez ,lucas.martinez4896@gmail.com,+918239457295,FEMALE,63,Los Angeles,California,USA,Healthcare,Digital Thermometer,5,293.57,1394.46,12-Jul-2023,Net Banking,Delivered,2.0,John Miller,5.0
ORD108325,Nikitha Martinez,nikitha.martinez6578@yahoo.com,+916227261398,Male,28,Chicago,Illinois,USA,Healthcare,BP Monitor,7,2620.74,13758.89,2023-07-25,PayPal,Returned,1.0,Anil Kumar,25.0
ORD108326,Sneha Miller,sneha.miller392@outlook.com,+916480775454,male,36,Dubai,Dubai,UAE,Grocery,Wheat Flour,1,585.67,409.97,2023-10-06,Credit Card,Shipped,3.0,Anil Kumar,30.0
ORD108327,Lucas Martinez,lucas.martinez4634@gmail.com,+919471617631,male,36,Dubai,Dubai,UAE,Furniture,Bed Frame,4,63029.15,201693.28,2024-06-04,PayPal,Returned,,Meera Nair,20.0
ORD108328,Sneha Gupta,sneha.gupta4856@gmail.com,+918210755418,male,31,London,England,UK,Electronics,Smartphone,2,51739.43,82783.09,2024/02/15,Wallet,Delivered,,Kavya Singh,20.0
ORD108329,  Sanjay Williams ,sanjay.williams143@outlook.com,+813688081741,Female,54,Pune,Maharashtra,India,Furniture,Bookshelf,3,6799.45,18358.51,2025-11-25,Net Banking,Cancelled,2.0,Rahul Verma,10.0
ORD108330,Vivaan Garcia,vivaan.garcia5747@yahoo.com,+629659249438,Female,69,Singapore,Central Region,Singapore,Grocery,Rice Bag,4,2328.36,8847.77,27/10/2023,Credit Card,Processing,5.0,John Miller,5.0
ORD108331,  Sai Singh ,sai.singh4603@yahoo.com,+916086282397,male,23,Los Angeles,California,USA,Healthcare,Vitamin Tablets,4,942.22,3391.99,18-Nov-2025,Debit Card,Shipped,1.0,Meera Nair,10.0
ORD108332,,sanjay.reddy2592@company.com,+919641514274,Female,41,Chennai,Tamil Nadu,India,Grocery,Dry Fruits Pack,7,1570.22,8793.23,2023/09/03,UPI,Shipped,,Meera Nair,20.0
ORD108333,Ishita Miller,ishita.miller3003@outlook.com,+916266994756,Other,46,Pune,Maharashtra,India,Furniture,Dining Table,7,63570.56,400494.53,06-23-2024,Wallet,Returned,5.0,Sita Reddy,10.0
ORD108334,Priya Nair,priya.nair4619@yahoo.com,+919468558667,Male,60,Mumbai,Maharashtra,India,Furniture,Sofa Set,4,81354.6,292876.56,30/12/2024,UPI,Cancelled,4.0,Anil Kumar,10.0
ORD108335,Sneha Wilson,sneha.wilson3827@yahoo.com,+918145996479,Other,70,Pune,Maharashtra,India,Furniture,Dining Table,1,16346.86,15529.52,13-Mar-2024,PayPal,Shipped,3.0,Ravi Sharma,5.0
ORD108336,Pooja Garcia,pooja.garcia9232@yahoo.com,+919457996046,Female,49,Los Angeles,California,USA,Furniture,Office Chair,4,9171.94,36687.76,2023/06/14,Debit Card,Shipped,4.0,John Miller,0.0
ORD108337,Sofia Nair,sofia.nair928@company.com,+91940527887,FEMALE,65,Manchester,England,UK,Grocery,Rice Bag,1,2070.78,1656.62,20-May-2024,UPI,Returned,3.0,Ravi Sharma,20.0
ORD108338,  nikitha nair ,nikitha.nair5475@outlook.com,+917997964089,male,47,London,England,UK,Clothing,Sneakers,4,3132.53,10024.1,26-Oct-2023,Net Banking,Cancelled,3.0,Sara Wilson,20.0
ORD108339,Emma Miller,emma.miller6729@yahoo.com,+916013623443,FEMALE,67,Los Angeles,Calfornia,USA,Healthcare,Vitamin Tablets,6,468.45,2108.02,2023-12-31,UPI,Shipped,,David Brown,25.0
ORD108340,Aditya Iyer,aditya.iyer6206@yahoo.com,+917844309484,FEMALE,57,Sydney,New South Wales,Australia,Grocery,Wheat Flour,1,354.71,354.71,08-29-2025,Debit Card,Processing,4.0,Rahul Verma,0.0
ORD108341,  Liam Singh ,liam.singh3080@yahoo.com,+268764342352,Other,69,Toronto,Ontario,Canada,Healthcare,Vitamin Tablets,3,1175.18,2820.43,06-11-2025,Credit Card,Cancelled,,Ravi Sharma,20.0
ORD108342,Ananya Patel,ananya.patel1340@company.com,+918304553031,Male,22,Los Angeles,Calfornia,USA,Clothing,Kurti,7,2719.87,15231.27,2026-03-14,Debit Card,Returned,2.0,Sita Reddy,20.0
ORD108343,Aditya Iyer,aditya.iyer5542@gmail.com,+573352956831,male,71,Hyderabad,Telangana,India,Electronics,Bluetooth Speaker,3,7732.65,22038.05,11/10/2023,PayPal,Delivered,2.0,John Miller,5.0
ORD108344,Sneha Kumar,sneha.kumar1493@gmail.com,+917369999553,FEMALE,39,Singapore,Central Region,Singapore,Grocery,Rice Bag,2,2184.54,4369.08,01-15-2025,Debit Card,Delivered,3.0,Kavya Singh,0.0
ORD108345,Sneha Wilson,sneha.wilson5194@gmail.com,+916664726241,Female,22,Vijayawada,Andhra Pradesh,India,Grocery,Dry Fruits Pack,7,949.33,4651.72,2025-01-22,PayPal,Delivered,4.0,Anil Kumar,30.0
ORD108346,  Pooja Martinez ,pooja.martinez7913@gmail.com,+488297859680,male,37,Toronto,Ontario,Canada,Electronics,Laptop,5,148849.12,669821.04,02-26-2025,Cash on Delivery,Delivered,4.0,Meera Nair,10.0
ORD108347,Noah Johnson,noah.johnson4029@gmail.com,+918535247105,Female,60,Pune,Maharashtra,India,Grocery,Cooking Oil,7,159.99,38077.62,18-Nov-2023,Wallet,Shipped,1.0,Sara Wilson,0.0
ORD108348,Aditya Miller#,aditya.miller3001@company.com,+918687980706,Female,30,Delhi,Delhi,India,Electronics,Laptop,4,38944.78,116834.34,06/01/2025,UPI,Delivered,3.0,Rahul Verma,25.0
ORD108349,  Olivia Garcia ,olivia.garcia5255@outlook.com,+917359988292,Male,25,New York,New York,USA,Grocery,Cooking Oil,7,1128.87,6716.78,11-12-2023,Wallet,Processing,3.0,Ravi Sharma,15.0
ORD108350,Nikitha Brown,nikitha.brown7623@yahoo.com,+918326987081,FEMALE,25,Singapore,Central Region,Singapore,Furniture,Sofa Set,8,65749.12,447094.02,04-29-2024,PayPal,Cancelled,4.0,Sara Wilson,15.0
ORD108351,Ananya Gupta,ananya.gupta4592@outlook.com,+919536141389,male,50,Dubai,Dubai,UAE,Clothing,Sneakers,3,NULL,6858.63,2025/10/03,Debit Card,Returned,5.0,Rahul Verma,15.0
ORD108352,Emma Garcia,emma.garcia3893@company.com,+916375404816,FEMALE,60,London,England,UK,Healthcare,Digital Thermometer,4,708.19,2124.57,13/11/2024,Cash on Delivery,Cancelled,3.0,Sita Reddy,25.0
ORD108353,Ishita Kumar,ishita.kumar7381@company.com,+724222284612,male,48,Pune,Maharashtra,India,Clothing,Jacket,5,1598.35,7991.75,2024/06/08,PayPal,Delivered,5.0,John Miller,0.0
ORD108354,James Williams,james.williams9229@outlook.com,+140872702215,FEMALE,75,Chicago,Illinois,USA,Healthcare,Vitamin Tablets,2,366.12,659.02,2024-04-07,Net Banking,Shipped,2.0,David Brown,10.0
ORD108355,Sneha Verma,sneha.verma4962@gmail.com,+919526429337,Male,49,Toronto,Ontario,Canada,Clothing,Jeans,5,2920.88,10223.08,2023-11-14,Debit Card,Processing,1.0,David Brown,30.0
ORD108356,Rahul Iyer,rahul.iyer9997@yahoo.com,+918149128186,FEMALE,45,Dubai,Dubai,UAE,Clothing,Jacket,1,3586.87,2690.15,05-21-2025,Wallet,Cancelled,5.0,Rahul Verma,25.0
ORD108357,Aditya Mehta,aditya.mehta6012@yahoo.com,,FEMALE,69,Toronto,Ontario,Canada,Electronics,Laptop,3,124492.23,373476.69,2024-01-11,Credit Card,Cancelled,2.0,Ravi Sharma,0.0
ORD108358,Noah Singh,noah.singh8824@outlook.com,+904975593807,male,18,Los Angeles,California,USA,Furniture,Sofa Set,5,37652.17,131782.59,2024-06-14,Cash on Delivery,Shipped,,Meera Nair,30.0
